,inscription_date,birth_date,age,university,career,nombre,email,sexo,location,postal_code
202,2019-10-06,1914-04-09,,universidad tecnológica nacional,diseño de imagen y sonido,deborah johnson,wcook@gmail.com,f,cacui,
203,2020-05-21,1932-06-13,,universidad nacional de jujuy,licenciatura en ciencias biológicas,scott johnson,aaron59@gmail.com,m,barrio la dolly,
204,2020-03-29,1985-09-15,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,ashley frazier,wtaylor@hotmail.com,f,base aeronaval cmte espora,
205,2020-05-23,1930-08-17,,universidad tecnológica nacional,licenciatura en ciencia política ,megan patterson,yvonnepatel@hotmail.com,f,campo el jacaranda,
206,2020-04-13,1929-12-08,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,michael alvarado,hawkinsjustin@yahoo.com,m,alzaga,
207,2020-03-06,2003-10-22,,universidad nacional de jujuy,licenciatura en ciencias geológicas,stacey haas,afarmer@yahoo.com,f,villars,
208,2020-05-01,1986-12-28,,universidad nacional de jujuy,licenciatura en psicología,chad joseph,nicholsjessica@hotmail.com,m,castelar,
209,2020-05-21,1977-01-08,,universidad tecnológica nacional,actuario ,luis hoffman,kimberly84@gmail.com,m,cañada del ucle,
210,2020-06-28,1925-08-28,,universidad nacional de jujuy,licenciatura en ciencias geológicas,theresa carrillo,jeremy91@gmail.com,f,angosto del perchel,
211,2020-05-30,1962-11-19,,universidad tecnológica nacional,ingeniería en informática,matthew garcia,reginaldharrison@hotmail.com,m,agrio balsa,
212,2019-11-23,1945-04-17,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,dr. michael welch,joseph83@yahoo.com,m,campo monte la viruela,
213,2019-11-14,1957-05-15,,universidad tecnológica nacional,licenciatura en ciencia política ,lisa jordan,watsonwilliam@yahoo.com,f,arroyo mal paso,
214,2020-05-01,1944-06-06,,universidad tecnológica nacional,contador público ,michelle carter,jessicalarsen@yahoo.com,f,barrientos,
215,2020-04-09,1908-08-23,,universidad nacional de jujuy,licenciatura en artes,james howard,antoniofrench@hotmail.com,m,baterias,
216,2020-01-28,1957-04-09,,universidad nacional de jujuy,técnico para bioterios ,alyssa johnson,qduncan@yahoo.com,f,aromos,
217,2019-12-12,1906-02-21,,universidad nacional de jujuy,licenciatura en ciencias geológicas,kristopher green,nlewis@hotmail.com,m,el carretero,
218,2020-07-27,1917-05-09,,universidad nacional de jujuy,diseño de imagen y sonido,mr. russell goodwin,ericksonjustin@yahoo.com,m,estancias,
219,2020-02-26,1997-11-15,,universidad nacional de jujuy,licenciatura en ciencia política ,jessica jimenez,jeremy68@yahoo.com,f,berduc,
220,2020-04-28,1972-12-18,,universidad nacional de jujuy,licenciatura en ciencias ambientales,brendan stokes,mlynn@yahoo.com,m,el hoyo,
221,2019-12-26,1930-05-14,,universidad tecnológica nacional,licenciatura en psicología,john gill,hallen@gmail.com,m,colonia los bosques,
222,2019-11-08,1930-09-01,,universidad tecnológica nacional,bioquímica,noah taylor,johnnunez@hotmail.com,m,coronel granada,
223,2020-05-05,1974-10-24,,universidad nacional de jujuy,ingeniería mecánica,jose shaw,thomas32@gmail.com,m,23 de agosto,
224,2020-07-18,1915-07-15,,universidad tecnológica nacional,licenciatura en ciencias geológicas,patrick stein,donna84@hotmail.com,m,la bilbaina,
225,2020-05-12,1962-08-06,,universidad nacional de jujuy,licenciatura en ciencias de la educación ,jackson shannon,williamspatricia@gmail.com,m,ingeniero de madrid,
226,2020-01-21,1999-08-14,,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,mark allen,jnguyen@hotmail.com,m,colonia centenario,
227,2019-12-16,2016-01-07,,universidad tecnológica nacional,técnico para bioterios ,jessica hawkins,justin09@gmail.com,f,costa del este,
228,2019-11-15,1990-08-06,,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,matthew santiago,pcarroll@hotmail.com,m,llavallol,
229,2020-02-02,1918-12-20,,universidad tecnológica nacional,ingeniería electrónica,joshua glenn,lawrence95@gmail.com,m,arroyo pescado,
230,2019-10-08,1987-06-20,,universidad nacional de jujuy,licenciatura en ciencias geológicas,mr. james ryan md,ksmith@yahoo.com,m,colonia rusa,
231,2020-03-01,1932-02-02,,universidad tecnológica nacional,licenciatura en psicología,manuel torres,harpermary@hotmail.com,m,colonia mendez bar,
232,2020-05-21,1990-05-22,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,shawn camacho,emanning@yahoo.com,m,leubuco,
233,2020-01-08,1931-08-03,,universidad tecnológica nacional,arquitectura,alan gonzalez,candrews@yahoo.com,m,adolfo van praet,
234,2020-07-29,1932-12-13,,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,kimberly hartman,michaelcontreras@hotmail.com,f,barrancon,
235,2019-11-11,1928-11-14,,universidad tecnológica nacional,licenciatura en sociología ,stephanie hale,chad33@gmail.com,f,sierra de la ventana,
236,2020-03-04,2012-10-08,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,justin warner,frichardson@yahoo.com,m,balsa,
237,2020-06-18,1934-03-12,,universidad tecnológica nacional,licenciatura en musicoterapia,caroline rose,jasmine21@hotmail.com,f,faro san antonio,
238,2020-06-18,2014-11-03,,universidad nacional de jujuy,licenciatura en administración ,jason knapp,schneiderdonna@hotmail.com,m,avenida ejercito parana,
239,2019-10-17,1959-06-29,,universidad nacional de jujuy,licenciatura en artes,rebecca pierce,torressusan@hotmail.com,f,villa ballester,
240,2020-02-05,1924-07-23,,universidad tecnológica nacional,licenciatura en sociología ,kayla beard,smoore@yahoo.com,f,hale,
241,2019-10-22,1950-08-05,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,edward young,muellermonica@yahoo.com,m,nordelta,
242,2020-06-26,1973-01-25,,universidad nacional de jujuy,diseño industrial,amber harper,mgreene@gmail.com,f,nelson,
243,2019-11-09,1930-05-02,,universidad tecnológica nacional,licenciatura en ciencias de la computación,roger gregory,zvalenzuela@gmail.com,m,abra el candado,
244,2020-02-23,1961-07-09,,universidad nacional de jujuy,licenciatura en psicología,mr. donald diaz,sanchezanthony@gmail.com,m,el carbalino,
245,2019-10-15,1975-10-27,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,karen cook,sheajack@yahoo.com,f,acheral,
246,2019-12-13,1912-11-13,,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,joanne shaffer,williamsrobert@yahoo.com,f,ingeniero allan,
247,2020-07-09,1931-09-20,,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,diana smith,yyoung@hotmail.com,f,chivilcoy,
248,2020-04-28,1914-06-30,,universidad nacional de jujuy,arquitectura,hannah fisher,randy52@yahoo.com,f,adrian maturano,
249,2020-03-11,1936-07-16,,universidad tecnológica nacional,bioquímica,peter collins,jennifermay@hotmail.com,m,kilometro 184,
250,2019-10-07,1944-07-16,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,dylan watson,joshua41@gmail.com,m,la dulce,
251,2019-11-15,1958-09-26,,universidad nacional de jujuy,agronomía,john mcpherson,larry09@gmail.com,m,kilometro 47,
252,2020-07-17,1999-01-05,,universidad tecnológica nacional,licenciatura en ciencias geológicas,tara howard,brittany01@hotmail.com,f,avia terai,
253,2020-05-25,1942-08-19,,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,sydney anderson,acruz@hotmail.com,f,barrio la luisa,
254,2020-06-01,2006-12-03,,universidad nacional de jujuy,licenciatura en ciencias de la computación,dawn jones,mooremichael@gmail.com,f,felicia,
255,2019-11-05,2017-06-06,,universidad nacional de jujuy,licenciatura en ciencias de la computación,tasha jones,uhendricks@yahoo.com,f,barrio villa cordoba,
256,2019-12-08,2019-03-08,,universidad tecnológica nacional,ciencias veterinarias,james austin,tross@yahoo.com,m,ciudadela,
257,2020-02-26,2001-05-14,,universidad nacional de jujuy,licenciatura en ciencias ambientales,colin lowery jr.,martinbrittany@hotmail.com,m,arroyo de la cruz,
258,2019-10-27,1974-09-17,,universidad nacional de jujuy,medicina,sarah kemp,jacobthompson@yahoo.com,f,allende,
259,2020-07-24,1906-07-23,,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,ryan pitts,sarahcooper@hotmail.com,m,campo de los andes,
260,2020-05-26,1951-10-17,,universidad nacional de jujuy,diseño industrial,james smith,sbaker@gmail.com,m,acostilla,
261,2020-06-09,2007-12-10,,universidad nacional de jujuy,licenciatura en administración ,timothy ware,wrightkristin@hotmail.com,m,caa yari,
262,2019-10-13,1972-01-23,,universidad tecnológica nacional,diseño industrial,ricky scott,michaellawson@yahoo.com,m,la chinaca,
263,2019-11-01,1923-01-14,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,diane chen,michaelthompson@gmail.com,f,colonia el simbol,
264,2020-03-10,1958-02-02,,universidad tecnológica nacional,licenciatura en ciencias de la computación,brian elliott,ashley92@gmail.com,m,berabevu,
265,2020-04-06,2018-03-18,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,jennifer brown,barnesamber@yahoo.com,f,godoy,
266,2020-02-03,1956-11-15,,universidad tecnológica nacional,licenciatura en ciencias ambientales,wayne robertson,sydney62@yahoo.com,m,antonio carboni,
267,2020-02-14,2003-04-21,,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,ryan garcia,ssingleton@yahoo.com,m,apeadero quiroga,
268,2020-05-13,1933-02-01,,universidad tecnológica nacional,licenciatura en ciencias de la computación,david shaffer,umarshall@gmail.com,m,de bruyn,
269,2020-06-17,1909-04-12,,universidad nacional de jujuy,licenciatura en ciencias de la computación,steven hernandez,iperez@yahoo.com,m,ingeniero allan,
270,2020-06-14,1976-12-27,,universidad tecnológica nacional,licenciatura en ciencia política ,eileen maynard,pereztimothy@gmail.com,f,colonia dos rosas y la legua,
271,2019-12-14,1932-12-08,,universidad tecnológica nacional,licenciatura en artes,steven newman,yhogan@gmail.com,m,buena vista,
272,2019-12-28,1971-12-23,,universidad nacional de jujuy,licenciatura en ciencias antropológicas,amanda harrison,sarahhill@gmail.com,f,kilometro 125,
273,2020-05-20,1925-06-07,,universidad nacional de jujuy,diseño de imagen y sonido,crystal armstrong,brewermelissa@yahoo.com,f,agua blanca,
274,2020-07-02,1924-07-05,,universidad nacional de jujuy,técnico para bioterios ,kelly hill,turnercraig@gmail.com,f,campo garabato,
275,2020-02-29,1938-12-31,,universidad tecnológica nacional,licenciatura en terapia ocupacional,tracy meyer,meganwolf@gmail.com,f,alberto flores,
276,2020-02-13,1936-10-11,,universidad nacional de jujuy,actuario ,michael simpson,joshuahunt@yahoo.com,m,alegria,
277,2020-03-26,1941-05-24,,universidad nacional de jujuy,bioquímica,jennifer sullivan,dorothycardenas@gmail.com,f,el porvenir,
278,2019-11-30,1932-11-23,,universidad nacional de jujuy,técnico para bioterios ,jessica barrera,ugonzales@yahoo.com,f,bella vista,
279,2020-02-16,1968-10-15,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,mercedes garcia,owenstina@gmail.com,f,colonia el aguara,
280,2020-06-22,1977-03-11,,universidad nacional de jujuy,licenciatura en ciencias antropológicas,patricia soto,steven27@yahoo.com,f,11 de septiembre,
281,2019-11-01,1945-08-26,,universidad tecnológica nacional,licenciatura en administración ,kimberly phillips,danielgates@hotmail.com,f,22 de diciembre,
282,2020-03-04,2004-10-05,,universidad nacional de jujuy,actuario ,tracy ramirez,austinowen@gmail.com,f,barrio la dolly,
283,2019-11-19,1935-04-01,,universidad nacional de jujuy,técnico para bioterios ,mary rogers,tfernandez@gmail.com,f,el lenguaraz,
284,2019-12-09,1916-07-12,,universidad tecnológica nacional,ingeniería en informática,nicole scott,singhnicole@gmail.com,f,villa santos tesei,
285,2020-05-03,1956-07-20,,universidad nacional de jujuy,licenciatura en ciencia política ,cody stephenson,sgilmore@hotmail.com,m,colonia bella vista,
286,2020-06-14,1995-09-16,,universidad nacional de jujuy,diseño industrial,stephen lopez dds,ugreen@hotmail.com,m,general urquiza,
287,2020-05-08,1965-08-17,,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,matthew gonzalez,christopher66@gmail.com,m,arroyo canelon,
288,2020-01-29,1988-01-05,,universidad nacional de jujuy,farmacia,terry brown,millsjeremiah@yahoo.com,f,aparicio cue,
289,2019-10-24,1988-07-27,,universidad nacional de jujuy,diseño industrial,christian bartlett,gilesarthur@yahoo.com,m,campo ubajo,
290,2020-01-10,1973-03-02,,universidad tecnológica nacional,licenciatura en ciencias ambientales,adriana huber,xwest@yahoo.com,f,campo garabato,
291,2020-03-14,2015-09-03,,universidad nacional de jujuy,licenciatura en musicoterapia,ashley jones,jfox@hotmail.com,f,la rosa,
292,2019-11-02,1942-03-09,,universidad tecnológica nacional,licenciatura en musicoterapia,lisa may,sotoamber@gmail.com,f,barrio gral jose de san martin,
293,2020-04-26,2020-09-25,,universidad nacional de jujuy,licenciatura en ciencias antropológicas,linda dillon,powellcharles@gmail.com,f,arroyo el mocho,
294,2019-11-11,1938-07-29,,universidad nacional de jujuy,licenciatura en psicología,adam christensen,qmays@hotmail.com,m,22 de diciembre,
295,2020-07-22,1991-04-01,,universidad nacional de jujuy,contador público ,paula conrad,lloydchristine@hotmail.com,f,campo gimenez,
296,2019-12-14,1995-03-19,,universidad nacional de jujuy,agronomía,michael turner,philiphorton@gmail.com,m,colonia la blanquita,
297,2019-10-29,2013-10-11,,universidad nacional de jujuy,ingeniería mecánica,allison rodriguez,mcneillinda@gmail.com,f,benito juarez,
298,2019-11-30,1906-04-02,,universidad nacional de jujuy,ingeniería electrónica,thomas garcia,michael21@gmail.com,m,colonia la yerba,
299,2019-11-14,2011-04-05,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,mrs. michelle valenzuela md,simpsonsteven@hotmail.com,f,berisso,
300,2020-01-25,1939-08-06,,universidad tecnológica nacional,licenciatura en sociología ,cynthia haas,jessica33@gmail.com,f,estela,
301,2019-12-18,2013-06-09,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,taylor hardin,browncheryl@yahoo.com,f,anillaco,
302,2020-01-15,1922-10-23,,universidad nacional de jujuy,medicina,penny petersen,jaclyn85@hotmail.com,f,agua salada,
303,2020-04-04,1948-11-13,,universidad nacional de jujuy,licenciatura en ciencias geológicas,steven olsen,morabobby@hotmail.com,m,el dique,
304,2019-10-28,2000-10-19,,universidad tecnológica nacional,licenciatura en ciencias biológicas,gregory campbell,rhill@hotmail.com,m,cervantes,
305,2020-07-08,1966-01-19,,universidad nacional de jujuy,medicina,alexander taylor,karibean@gmail.com,m,belgrano,
306,2019-10-01,1975-12-01,,universidad tecnológica nacional,ingeniería electrónica,ashley huff,charlotte80@hotmail.com,f,arroyo grande,
307,2019-11-30,1908-10-30,,universidad tecnológica nacional,ingeniería electrónica,nathan mcfarland,brittanytorres@hotmail.com,m,las hermanas,
308,2020-05-01,1911-11-30,,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,lisa sanders,daniellewade@gmail.com,f,villa angelica,
309,2020-05-21,1966-07-20,,universidad nacional de jujuy,agronomía,daniel perez,jesse21@yahoo.com,m,chapi talo,
310,2020-07-19,2014-01-07,,universidad nacional de jujuy,ingeniería en informática,gary clark,hwilson@yahoo.com,m,aguada de piedra,
311,2019-11-28,1961-06-16,,universidad nacional de jujuy,arquitectura,jason perry,marywright@yahoo.com,m,florencio varela,
312,2020-06-27,1927-02-25,,universidad nacional de jujuy,agronomía,thomas ramirez,millerbrittany@yahoo.com,m,agua y energia,
313,2019-10-16,1910-05-14,,universidad nacional de jujuy,diseño industrial,robert anderson,johnstonsteven@gmail.com,m,cheroguita,
314,2020-06-22,1969-06-17,,universidad nacional de jujuy,farmacia,joyce smith,stevengilbert@hotmail.com,f,colonia cazaux,
315,2019-10-26,1966-07-02,,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,anita suarez,jessicadavis@gmail.com,f,agua verde,
316,2020-01-13,1959-02-17,,universidad tecnológica nacional,técnico para bioterios ,stephanie gutierrez,huntmaxwell@yahoo.com,f,el retiro,
317,2020-05-15,1987-12-26,,universidad nacional de jujuy,ingeniería electrónica,brian shields,jonesteresa@gmail.com,m,catua,
318,2020-05-30,2010-11-14,,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,jennifer smith,jbaker@gmail.com,f,san bernardo del tuyu,
319,2020-04-01,1921-07-13,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,john brooks,jhood@gmail.com,m,barrio chapadmalal,
320,2020-07-21,2013-06-27,,universidad nacional de jujuy,licenciatura en terapia ocupacional,sean cox,zrobles@gmail.com,m,alto huaco,
